id,topic,page_title,section_heading,content,source,url
2382,Essential Programme On Immunization,Essential Programme on Immunization,Section navigation,"页面标题：Essential Programme on Immunization
章节：Section navigation
---
There are now 14 vaccines (antigens) recommended by WHO for the EPI programme. They are: Respiratory Syncytial Virus (RSV), Bacillus Calmette-Guérin (BCG), diphtheria , pertussis , tetanus , Haemophilus influenzae type B (Hib), Hepatitis B (HepB), polio , measles , rubella , pneumococcal disease , rotavirus (Rota), human papillomavirus (HPV), and COVID-19 (for adults).

Committed to its goal of universal access to all relevant vaccines for all at risk, EPI continues to work in synergy with other public health programmes to control infectious diseases and achieve better health for all populations everywhere.

2024 marked 50 years since the Expanded Programme on Immunization (EPI) was initiated. In these 50 years alone, vaccines have saved the lives of 154 million people.",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/essential-programme-on-immunization
2383,Essential Programme On Immunization,Essential Programme on Immunization,Publications > Improved influenza vaccines: full value vaccine assessment,"页面标题：Essential Programme on Immunization
章节：Publications > Improved influenza vaccines: full value vaccine assessment
---
Seasonal influenza remains a major global public health challenge, causing substantial morbidity and mortality each year. The World Health Organization...",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/essential-programme-on-immunization
2384,Essential Programme On Immunization,Essential Programme on Immunization,Publications > Developing national meningitis plans: an operational manual,"页面标题：Essential Programme on Immunization
章节：Publications > Developing national meningitis plans: an operational manual
---
This operational manual aims to support countries in developing their meningitis plans, along the five pillars of the Defeating meningitis by 2030 global...",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/essential-programme-on-immunization
2385,Essential Programme On Immunization,Essential Programme on Immunization,Publications > Global market landscape of vaccine manufacturing and procurement,"页面标题：Essential Programme on Immunization
章节：Publications > Global market landscape of vaccine manufacturing and procurement
---
This landscape analysis aims to present a current picture of the global vaccine ecosystem from the purchaser (country) and supplier (manufacturer) perspectives...",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/essential-programme-on-immunization
2386,Essential Programme On Immunization,Essential Programme on Immunization,News,"页面标题：Essential Programme on Immunization
章节：News
---
Message by the Director of the Department of Immunization, Vaccines and Biologicals at WHO - March 2026

Next-generation influenza vaccines could save millions of lives, finds WHO

Statement on the planned hepatitis B birth dose vaccine trial in Guinea-Bissau

- Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific

- Eastern Mediterranean

- South-East Asia

- Western Pacific

- Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use

- Cybersecurity

- Information disclosure

- Permissions and licensing

- Preventing sexual exploitation

- Terms of use

- About us Careers Frequently asked questions Library Procurement Publications

- Frequently asked questions

- Publications",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/essential-programme-on-immunization
2387,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific

- South-East Asia

- Eastern Mediterranean

- Western Pacific

- Global Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific

- Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific

- South-East Asia

- Eastern Mediterranean

- Western Pacific

- Select language English

- Health Topics All topics All topics A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox

- All topics All topics A B C D E F G H I J K L M N O P Q R S T U V W X Y Z

- Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits

- Facts in pictures

- Publications

- Questions and answers

- Tools and toolkits

- Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2388,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Endometriosis

- Excessive heat

- Mental disorders

- Countries All countries All countries A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- All countries All countries A B C D E F G H I J K L M N O P Q R S T U V W X Y Z

- All countries

- Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific

- Eastern Mediterranean

- South-East Asia

- Western Pacific

- WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- Data by country

- Country presence

- Country cooperation strategies

- Country office profiles

- Strengthening country offices

- Newsroom Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library Headlines

- Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2389,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- News releases

- Feature stories

- Commentaries

- Photo library

- Focus on Cholera Coronavirus disease (COVID-19) Greater Horn of Africa Israel and occupied Palestinian territory Mpox Sudan Ukraine

- Coronavirus disease (COVID-19)

- Greater Horn of Africa

- Israel and occupied Palestinian territory

- Latest Disease Outbreak News Situation reports Rapid risk assessments Weekly Epidemiological Record

- Disease Outbreak News

- Situation reports

- Rapid risk assessments

- Weekly Epidemiological Record

- Surveillance

- Alert and response

- Health emergency appeals

- International Health Regulations

- Independent Oversight and Advisory Committee

- Data Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health Reports World Health Statistics UHC global monitoring report",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2390,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory

- Global Health Estimates

- Health inequality

- Global Health Observatory

- Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard

- Triple Billion Progress

- Health Inequality Monitor

- Delivery for impact

- COVID-19 dashboard

- Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health

- Classifications

- Civil registration and vital statistics

- Routine health information systems

- Harmonized health facility assessment

- GIS centre for health

- Reports World Health Statistics UHC global monitoring report

- World Health Statistics

- UHC global monitoring report",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2391,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- About WHO About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are Our work Activities Initiatives General Programme of Work WHO Academy Funding Investment in WHO WHO Foundation Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports Governance Governing bodies World Health Assembly Executive Board Member States Portal

- About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are

- Partnerships

- Committees and advisory groups

- Collaborating centres

- Technical teams

- Organizational structure

- Our work Activities Initiatives General Programme of Work WHO Academy

- General Programme of Work

- Funding Investment in WHO WHO Foundation

- Investment in WHO

- WHO Foundation

- Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports

- External audit

- Financial statements

- Internal audit and investigations

- Programme Budget",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2392,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Results reports

- Governance Governing bodies World Health Assembly Executive Board Member States Portal

- Governing bodies

- World Health Assembly

- Executive Board

- Member States Portal

- Health Topics

- Health Topics All topics All topics A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox

- All topics All topics A B C D E F G H I J K L M N O P Q R S T U V W X Y Z

- Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits

- Facts in pictures

- Publications

- Questions and answers

- Tools and toolkits

- Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox

- Endometriosis

- Excessive heat

- Mental disorders",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2393,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Countries All countries All countries A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- All countries All countries A B C D E F G H I J K L M N O P Q R S T U V W X Y Z

- All countries

- Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific

- Eastern Mediterranean

- South-East Asia

- Western Pacific

- WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- Data by country

- Country presence

- Country cooperation strategies

- Country office profiles

- Strengthening country offices

- Newsroom Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library Headlines

- Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library

- News releases

- Feature stories

- Commentaries",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2394,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Photo library

- Focus on Cholera Coronavirus disease (COVID-19) Greater Horn of Africa Israel and occupied Palestinian territory Mpox Sudan Ukraine

- Coronavirus disease (COVID-19)

- Greater Horn of Africa

- Israel and occupied Palestinian territory

- Latest Disease Outbreak News Situation reports Rapid risk assessments Weekly Epidemiological Record

- Disease Outbreak News

- Situation reports

- Rapid risk assessments

- Weekly Epidemiological Record

- Surveillance

- Alert and response

- Health emergency appeals

- International Health Regulations

- Independent Oversight and Advisory Committee

- Data Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health Reports World Health Statistics UHC global monitoring report",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2395,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory

- Global Health Estimates

- Health inequality

- Global Health Observatory

- Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard

- Triple Billion Progress

- Health Inequality Monitor

- Delivery for impact

- COVID-19 dashboard

- Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health

- Classifications

- Civil registration and vital statistics

- Routine health information systems

- Harmonized health facility assessment

- GIS centre for health

- Reports World Health Statistics UHC global monitoring report

- World Health Statistics

- UHC global monitoring report",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2396,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- About WHO About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are Our work Activities Initiatives General Programme of Work WHO Academy Funding Investment in WHO WHO Foundation Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports Governance Governing bodies World Health Assembly Executive Board Member States Portal

- About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are

- Partnerships

- Committees and advisory groups

- Collaborating centres

- Technical teams

- Organizational structure

- Our work Activities Initiatives General Programme of Work WHO Academy

- General Programme of Work

- Funding Investment in WHO WHO Foundation

- Investment in WHO

- WHO Foundation

- Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports

- External audit

- Financial statements

- Internal audit and investigations

- Programme Budget",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2397,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Results reports

- Governance Governing bodies World Health Assembly Executive Board Member States Portal

- Governing bodies

- World Health Assembly

- Executive Board

- Member States Portal

- Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits

- Facts in pictures

- Publications

- Questions and answers

- Tools and toolkits

- Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox

- Endometriosis

- Excessive heat

- Mental disorders

- All countries

- Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific

- Eastern Mediterranean

- South-East Asia

- Western Pacific

- WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- Data by country

- Country presence

- Country cooperation strategies

- Country office profiles

- Strengthening country offices

- Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library

- News releases

- Feature stories

- Commentaries",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2398,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Photo library

First-ever WHO Forum unites 800+ Collaborating Centres for stronger scientific collaboration

WHO and France shift One Health vision to action with new high-impact initiatives

WHO calls for action: “Together for health. Stand with science.” to mark World Health Day

- Focus on Cholera Coronavirus disease (COVID-19) Greater Horn of Africa Israel and occupied Palestinian territory Mpox Sudan Ukraine

- Coronavirus disease (COVID-19)

- Greater Horn of Africa

- Israel and occupied Palestinian territory

- Latest Disease Outbreak News Situation reports Rapid risk assessments Weekly Epidemiological Record

- Disease Outbreak News

- Situation reports

- Rapid risk assessments

- Weekly Epidemiological Record

- Surveillance

- Alert and response

- Health emergency appeals

- International Health Regulations

- Independent Oversight and Advisory Committee

- Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory

- Global Health Estimates

- Health inequality

- Global Health Observatory",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2399,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard

- Triple Billion Progress

- Health Inequality Monitor

- Delivery for impact

- COVID-19 dashboard

- Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health

- Classifications

- Civil registration and vital statistics

- Routine health information systems

- Harmonized health facility assessment

- GIS centre for health

- Reports World Health Statistics UHC global monitoring report

- World Health Statistics

- UHC global monitoring report

- About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are

- Partnerships

- Committees and advisory groups

- Collaborating centres

- Technical teams

- Organizational structure

- Our work Activities Initiatives General Programme of Work WHO Academy

- General Programme of Work

- Funding Investment in WHO WHO Foundation

- Investment in WHO

- WHO Foundation",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2400,Product And Delivery Research,Product & Delivery Research,（主文）,"页面标题：Product & Delivery Research
章节：（主文）
---
- Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports

- External audit

- Financial statements

- Internal audit and investigations

- Programme Budget

- Results reports

- Governance Governing bodies World Health Assembly Executive Board Member States Portal

- Governing bodies

- World Health Assembly

- Executive Board

- Member States Portal

- Vaccine-Preventable Diseases

- Preferred Product Characteristics and Target Product Profiles

- Evidence Considerations for Vaccine Policy (ECVP)

- Full Value of Vaccine Assessments (FVVA)

- Novel Delivery Technologies

- Burden of Enteric Diseases

- Monoclonal antibodies for passive immunization of infectious diseases

- Antimicrobial resistance

- Product development roadmaps

- Product Development for Vaccines Advisory Committee

PDR provides normative guidance and consensus generation to accelerate vaccine development, evaluation and policy generation through a number of initiatives.

More on the WHO Vaccine Development pathway",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2401,Product And Delivery Research,Product & Delivery Research,Research and Product Development by Disease,"页面标题：Product & Delivery Research
章节：Research and Product Development by Disease
---
Vaccine-Preventable Diseases (including pipeline vaccines)",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2402,Product And Delivery Research,Product & Delivery Research,Global Vaccine and Immunization Research Forum (GVIRF),"页面标题：Product & Delivery Research
章节：Global Vaccine and Immunization Research Forum (GVIRF)
---
Between meetings, GVIRF Webinars are exploring late-breaking developments for specific topics, such as mRNA vaccine technologies and malaria vaccines.

More on GVIRF",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2403,Product And Delivery Research,Product & Delivery Research,Preferred Product Characteristics and Target Product Profiles,"页面标题：Product & Delivery Research
章节：Preferred Product Characteristics and Target Product Profiles
---
WHO Preferred Product Characteristics (PPCs) and Target Product Profiles (TPPs), published by IVB, provide information on preferential product attributes for vaccines and monoclonal antibodies to be used in low- and middle-income country settings. WHO PPCs and TPPs are pathogen-specific and intended to inform candidate specific TPPs developed by vaccine developers. They aim to encourage innovation and promote development of products for use in settings most relevant to the global unmet public health needs. The primary target audience for WHO PPCs and TPPs is any entity intending to eventually seek WHO policy recommendation and prequalification (PQ) for their products.

More on Preferred Product Characteristics and Target Product Profiles",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2404,Product And Delivery Research,Product & Delivery Research,Evidence Considerations for Vaccine Policy (ECVP),"页面标题：Product & Delivery Research
章节：Evidence Considerations for Vaccine Policy (ECVP)
---
The WHO Evidence Considerations for Vaccine Policy (ECVP) development aims to provide early information on the data and evidence that is anticipated to be needed to support country-level, regional and WHO global policy making for new vaccines in priority disease areas. Examples of such data could include specific populations (distinct from the target population) that could be prioritized for a particular context, vaccine implementation related parameters and additional data that may influence policy considerations, such as potential impact on anti-microbial resistance.

More on Evidence Considerations for Vaccine Policy (ECVP)",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2405,Product And Delivery Research,Product & Delivery Research,Full Vaccine Value Assessment (FVVA),"页面标题：Product & Delivery Research
章节：Full Vaccine Value Assessment (FVVA)
---
The pathway from vaccine product concept, through development, licensure and deployment is costly and inherently risky for manufacturers, particularly for vaccines against diseases where the burden is predominantly in LMICs.

In resource-constrained settings, an increasingly compelling rationale will be needed to justify the inclusion of these new vaccines within immunization programmes, over and above many other priorities. As such, the ability to guarantee the global demand, and the willingness to procure at the end of a costly product development pathway is uncertain, and vaccine manufacturers often prioritize high-income markets that offer a more immediate return on investment. The result can be a delay between vaccine licensure and access to these vaccines by low- and middle-income countries (LMICs), where there is the greatest public health need.

More on Full Vaccine Value Assessment",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2406,Product And Delivery Research,Product & Delivery Research,Novel Delivery Technologies,"页面标题：Product & Delivery Research
章节：Novel Delivery Technologies
---
More on Innovative Vaccine Delivery Technologies and Approaches",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2407,Product And Delivery Research,Product & Delivery Research,Monoclonal Antibodies for Infectious Diseases,"页面标题：Product & Delivery Research
章节：Monoclonal Antibodies for Infectious Diseases
---
PDR has a project exploring the use of monoclonal antibodies (mAbs) in infectious diseases to provide passive immunization, with a particular focus on HIV, influenza, polio, rabies and RSV.

More on monoclonal antibodies",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2408,Product And Delivery Research,Product & Delivery Research,Vaccines for Antimicrobial Resistance (AMR),"页面标题：Product & Delivery Research
章节：Vaccines for Antimicrobial Resistance (AMR)
---
Vaccines are important tools to prevent antimicrobial resistance and can do so in multiple ways. Vaccines prevent infections with drug sensitive and drug resistant pathogens thereby limiting the chances of a drug resistance from developing and spreading further. By preventing infections and their associated symptoms vaccines can limit antibiotic use, a key driver of resistance. PDR is pursuing the agenda to understand, evaluate and communicate the role of vaccines against AMR through several workstreams.

More on Vaccines for Antimicrobial Resistance",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2409,Product And Delivery Research,Product & Delivery Research,Burden of Enteric Diseases,"页面标题：Product & Delivery Research
章节：Burden of Enteric Diseases
---
To articulate the full value of vaccines, WHO has conducted analyses to better understand the mortality associated with enteric infections, investigated methodologies to calculate such burden, and provided recommendations for future modelling studies. In addition to mortality, repeated enteric infections and diarrhoea result in malnutrition and are often associated with long-term morbidity such as growth faltering and cognitive outcomes. WHO is undertaking workstreams to better understand the impact of enteric infections on morbidity to inform decisions about vaccine development, introduction and use.

More on Burden of Enteric Diseases",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2410,Product And Delivery Research,Product & Delivery Research,Product Development for Vaccines Advisory Committee,"页面标题：Product & Delivery Research
章节：Product Development for Vaccines Advisory Committee
---
Established in 2014, the Product Development for Vaccines Advisory Committee (PDVAC) is an independent standing WHO committee of experts which provides external advice to WHO related to priority infectious disease pathogens, associated vaccine and monoclonal antibody approaches and related manufacturing and delivery technologies. The committee’s remit covers disease areas where there is, or may be, substantial disease burden in low- and middle-income countries (LMICs), where no vaccine related products currently exist, but where there is ongoing product development activity which may benefit from WHO guidance, or technologies that could expedite availability and access of vaccine products in LMICs. PDVAC may also have a role where vaccines are already licensed, and development of improved products, including those based on novel manufacturing technologies or innovative vaccine delivery approaches is a priority for WHO and its member states.

Product Development for Vaccines Advisory Committee",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2411,Product And Delivery Research,Product & Delivery Research,Product Development for Vaccines Advisory Committee,"页面标题：Product & Delivery Research
章节：Product Development for Vaccines Advisory Committee
---
- Regions Africa Americas Eastern Mediterranean Europe South-East Asia Western Pacific

- Eastern Mediterranean

- South-East Asia

- Western Pacific

- Policies Cybersecurity Ethics Information disclosure Permissions and licensing Preventing sexual exploitation Terms of use

- Cybersecurity

- Information disclosure

- Permissions and licensing

- Preventing sexual exploitation

- Terms of use

- About us Careers Frequently asked questions Library Procurement Publications

- Frequently asked questions

- Publications",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/product-and-delivery-research
2412,Chikungunya,"Immunization, Vaccines and Biologicals",（主文）,"页面标题：Immunization, Vaccines and Biologicals
章节：（主文）
---
- Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific

- South-East Asia

- Eastern Mediterranean

- Western Pacific

- Global Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific

- Regions WHO Regional websites Africa Americas South-East Asia Europe Eastern Mediterranean Western Pacific

- South-East Asia

- Eastern Mediterranean

- Western Pacific

- Select language English

- Health Topics All topics All topics A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox

- All topics All topics A B C D E F G H I J K L M N O P Q R S T U V W X Y Z

- Resources Fact sheets Facts in pictures Multimedia Podcasts Publications Questions and answers Tools and toolkits

- Facts in pictures

- Publications

- Questions and answers

- Tools and toolkits

- Popular Dengue Endometriosis Excessive heat Herpes Mental disorders Mpox",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/chikungunya
2413,Chikungunya,"Immunization, Vaccines and Biologicals",（主文）,"页面标题：Immunization, Vaccines and Biologicals
章节：（主文）
---
- Endometriosis

- Excessive heat

- Mental disorders

- Countries All countries All countries A B C D E F G H I J K L M N O P Q R S T U V W X Y Z Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- All countries All countries A B C D E F G H I J K L M N O P Q R S T U V W X Y Z

- All countries

- Regions Africa Americas Europe Eastern Mediterranean South-East Asia Western Pacific

- Eastern Mediterranean

- South-East Asia

- Western Pacific

- WHO in countries Data by country Country presence Country cooperation strategies Country office profiles Strengthening country offices

- Data by country

- Country presence

- Country cooperation strategies

- Country office profiles

- Strengthening country offices

- Newsroom Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library Headlines

- Newsroom News releases Statements Campaigns Events Feature stories Speeches Commentaries Photo library",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/chikungunya
2414,Chikungunya,"Immunization, Vaccines and Biologicals",（主文）,"页面标题：Immunization, Vaccines and Biologicals
章节：（主文）
---
- News releases

- Feature stories

- Commentaries

- Photo library

- Focus on Cholera Coronavirus disease (COVID-19) Greater Horn of Africa Israel and occupied Palestinian territory Mpox Sudan Ukraine

- Coronavirus disease (COVID-19)

- Greater Horn of Africa

- Israel and occupied Palestinian territory

- Latest Disease Outbreak News Situation reports Rapid risk assessments Weekly Epidemiological Record

- Disease Outbreak News

- Situation reports

- Rapid risk assessments

- Weekly Epidemiological Record

- Surveillance

- Alert and response

- Health emergency appeals

- International Health Regulations

- Independent Oversight and Advisory Committee

- Data Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health Reports World Health Statistics UHC global monitoring report",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/chikungunya
2415,Chikungunya,"Immunization, Vaccines and Biologicals",（主文）,"页面标题：Immunization, Vaccines and Biologicals
章节：（主文）
---
- Data at WHO Data hub Global Health Estimates Health inequality Global Health Observatory

- Global Health Estimates

- Health inequality

- Global Health Observatory

- Dashboards Triple Billion Progress Health Inequality Monitor Delivery for impact COVID-19 dashboard

- Triple Billion Progress

- Health Inequality Monitor

- Delivery for impact

- COVID-19 dashboard

- Data collection Classifications SCORE Surveys Civil registration and vital statistics Routine health information systems Harmonized health facility assessment GIS centre for health

- Classifications

- Civil registration and vital statistics

- Routine health information systems

- Harmonized health facility assessment

- GIS centre for health

- Reports World Health Statistics UHC global monitoring report

- World Health Statistics

- UHC global monitoring report",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/chikungunya
2416,Chikungunya,"Immunization, Vaccines and Biologicals",（主文）,"页面标题：Immunization, Vaccines and Biologicals
章节：（主文）
---
- About WHO About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are Our work Activities Initiatives General Programme of Work WHO Academy Funding Investment in WHO WHO Foundation Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports Governance Governing bodies World Health Assembly Executive Board Member States Portal

- About WHO Partnerships Committees and advisory groups Collaborating centres Technical teams Organizational structure Who we are

- Partnerships

- Committees and advisory groups

- Collaborating centres

- Technical teams

- Organizational structure

- Our work Activities Initiatives General Programme of Work WHO Academy

- General Programme of Work

- Funding Investment in WHO WHO Foundation

- Investment in WHO

- WHO Foundation

- Accountability External audit Financial statements Internal audit and investigations Programme Budget Results reports

- External audit

- Financial statements

- Internal audit and investigations

- Programme Budget",WHO Immunization,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases/chikungunya
